Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Theragen Etex,https://www.crunchbase.com/organization/theragen-etex,"Biotechnology, Health Care, Pharmaceutical","Suwon, Ch'ungch'ong-namdo, South Korea",Theragen Etex Co. Ltd. is a comprehensive pharmaceutical and biotechnology group.,"1,048,875",,Active,1987-01-01,year,,,,,For Profit,http://www.theragenetex.com/en/,Theragen is a comprehensive pharmaceutical and biotechnology group Providing outstanding genetic analysis services and progressing personalized new drug development,,,,
GFC Life Science,https://www.crunchbase.com/organization/gfc-life-science,"Biopharma, Biotechnology, Medical","Hwaseodong, Kyonggi-do, South Korea",GFC Life Science is a biotechnology company that researches and develops biomaterials.,"1,051,129",,Active,2002-01-01,year,,,,,For Profit,http://www.gfcos.co.kr,,,,,
Woori B&B,https://www.crunchbase.com/organization/woori-b-b,"Biotechnology, Health Care, Medical","Sintaein, Cholla-bukto, South Korea",Woori B&B is a biotechnology company that extracts crude heparin to treat blood coagulation and blood clot prevention.,"1,054,652",,Active,2012-01-01,year,,,,,For Profit,http://wooribnb.com,Woori B&B is a biotechnology company that extracts crude heparin to treat blood coagulation and blood clot prevention. The company is developing a pipeline of differentiated biomaterials based on livestock byproducts.,,,USD,
Celloss Biotech,https://www.crunchbase.com/organization/celloss-biotech,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Celloss Biotech develops antibodies for the treatment of fibrotic diseases related to inflammatory proteins secreted outside cells.,"1,055,643",,Active,2018-10-01,month,,,,,For Profit,http://celros.com,,,,,
Cure Stream,https://www.crunchbase.com/organization/cure-stream,"Artificial Intelligence (AI), Biotechnology, Medical","Daegu, Taegu-jikhalsi, South Korea",Cure Stream specializes in developing autonomous artificial pancreas system based on AI hormone injection decision algorithm.,"1,062,200",,Active,2019-12-01,month,,,,,For Profit,http://www.curestream.co.kr,,,,USD,
Neo Biotech,https://www.crunchbase.com/organization/neo-biotech,"Biotechnology, Health Care, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Neo Biotech engages in the sales of medical equipment.,"1,069,832",$10M to $50M,Active,2000-07-20,day,,,,,For Profit,http://www.neobiotech.co.kr,,,,,
Brillion Photonics,https://www.crunchbase.com/organization/brillion-photonics,"Biotechnology, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Brillion Photonics is a company established to develop innovative ophthalmic medical equipment.,"1,076,544",,Active,2017-01-01,year,,,,,For Profit,http://www.brillion.co.kr/,,Seed,,USD,
Cellex Life Sciences,https://www.crunchbase.com/organization/cellex-life-sciences,"Biotechnology, Medical, Therapeutics","Yusong, Taejon-jikhalsi, South Korea",Cellex Life Sciences is a therapeutics and innovative biotechnology company that develops to cure human refractory diseases.,"1,076,912",,Active,2017-01-01,year,,,,,For Profit,http://www.cellexlifesciences.com/,,,,,
Advanced Protein Technologies,https://www.crunchbase.com/organization/advanced-protein-technologies,"Biopharma, Biotechnology, Medical","Suwon, Ch'ungch'ong-namdo, South Korea",Advanced Protein Technologies is a biotechnology company that develops microbial biopharmaceutical processes.,"1,080,838",$1M to $10M,Active,2001-01-01,year,,,,,For Profit,https://aptech.biz,,,,,
StemOn Company,https://www.crunchbase.com/organization/stemon-company,"Biotechnology, Digital Signage, Medical Device","Seongnam, Kyonggi-do, South Korea",StemOn Company is a bio venture company developing new concept cell therapy products.,"1,097,133",,Active,2018-03-01,month,,,,,For Profit,http://www.stemon.co.kr,,,,USD,
Nature Costech,https://www.crunchbase.com/organization/nature-costech,"Biotechnology, Manufacturing, Product Research","Cheongju, Ch'ungch'ong-bukto, South Korea",Nature Costech is a biotechnology company that produces plant-derived nanocellulose.,"1,102,979",,Active,2016-08-09,day,,,,,For Profit,http://www.naturecostech.co.kr,,,,USD,
VAXDIGM,https://www.crunchbase.com/organization/vaxdigm,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",VAXDIGM focuses on the development of advanced vaccines and future vaccines.,"1,107,950",,Active,2021-12-01,month,,,,,For Profit,http://www.vaxdigm.com,,Seed,,USD,
Kolon Life Science,https://www.crunchbase.com/organization/kolon-life-science,"Biotechnology, Life Science, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Kolon Life Science  is a pharmaceutical business and environmental business.,"1,110,049",$100M to $500M,Active,2000-04-21,day,2022-04-13,day,,,For Profit,http://www.kolonls.co.kr,,M&A,,,
GenNBio,https://www.crunchbase.com/organization/gennbio,"Biotechnology, Medical, Product Research","Seongnam, Kyonggi-do, South Korea",GenNBio offers biological researching services.,"1,110,628",,Active,1989-01-01,year,,,,,For Profit,http://www.gennbio.co.kr,,,,,
Excellence Biotechnology,https://www.crunchbase.com/organization/excellence-biotechnology,"Biotechnology, Pharmaceutical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Excellence Biotechnology is a researcher and developer in the biopharmaceutical industry.,"1,116,991",,Active,2019-01-01,year,,,,,For Profit,http://www.exollence.com,,,,USD,
GC Cell,https://www.crunchbase.com/organization/gc-cell-7044,"Biotechnology, Genetics, Health Care, Medical, Therapeutics","Gyeongju, Kyongsang-bukto, South Korea",GC Cell provides research and development in the field of cell therapy and commercialization of cell therapy products.,"1,124,205",,Active,2011-01-01,year,,,,,For Profit,https://gccell.com,,,,,
Isu Abxis,https://www.crunchbase.com/organization/isu-abxis,"Biotechnology, Health Care","Seongnam, Kyonggi-do, South Korea",Isu Abxis provides value-added treatment methods based on biotechnology.,"1,124,309",$10M to $50M,Active,2001-03-28,day,,,,,For Profit,http://abxis.com,"Isu Abxis provides value-added treatment methods based on biotechnology to improve the quality of life of refractory patients suffering from cancer and rare diseases , provide members with opportunities for self-realization, They are constantly striving to become a company that can contribute to society through management .",,,USD,
Bioinfra Life Science,https://www.crunchbase.com/organization/bioinfra-life-science-inc,"Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Bioinfra Life Science is a life science research center that provides services for cancer.,"1,131,846",$1M to $10M,Active,2001-01-01,year,2020-07-19,day,,,For Profit,http://www.bioinfra.co.kr,"Bioinfra Life Science is a healthcare company for human health and the bioindustry. They provide cosmetics manufacturing and sales of  food and drug. They provide services that include those for stomach cancer, liver cancer, colorectal cancer, pancreatic cancer, and breast cancer.",IPO,,,
Insfamtech,https://www.crunchbase.com/organization/insfamtech,"Biotechnology, Pharmaceutical, Product Research","Chuncheon, Kangwon-do, South Korea",Insfamtech is a biopharmaceutical company that provides drug development solutions.,"1,135,815",,Active,2021-05-01,month,,,,,For Profit,http://www.inspharmtech.com,,,,,
Proteometech,https://www.crunchbase.com/organization/proteometech-inc,"Biopharma, Biotechnology, Health Care, Medical","Seoul, Seoul-t'ukpyolsi, South Korea","Proteometech is a scientific R&D company that develops drugs, medicines and conducts biological research.","1,155,898",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,http://www.proteometech.com,"Proteometech is a scientific R&D company that develops drugs, medicines and conducts biological research.",,,,
WHANIN Pharmaceutical,https://www.crunchbase.com/organization/whanin-pharmaceutical,"Biotechnology, Manufacturing","Seoul, Seoul-t'ukpyolsi, South Korea","WHANIN Pharmaceutical is a pharmaceutical company that develops, manufactures, markets, and sells the therapeutic products","1,156,649",,Active,1978-01-01,year,,,,,For Profit,http://www.whanin.com/,"WHANIN Pharmaceutical is a pharmaceutical company that develops, manufactures, markets, and sells the therapeutic products. WHANIN originally focused on the psychiatric and neurological diseases. Recognizing new opportunities in CNS disorders, WHANIN is concentrating on bringing the new products and technologies for the patients suffering from such CNS disorders.  During the past quarter of the century in the healthcare professionals and Korean community, WHANIN is engraved as one of the best local pharmaceutical companies which dedicates to supplying the social and medical communities with the quality products.",,,,
Young in Frontier,https://www.crunchbase.com/organization/young-in-frontier,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea","Young in Frontier Co. Ltd. was formerly known as U-Gentech Co. Ltd. Prior to that, U-Gentech Co. Ltd. was known as Dowon Telecom Co. Ltd.","1,165,024",$10M to $50M,Active,1994-01-01,year,,,,,For Profit,http://younginfrontier.com,"Young in Frontier Co. Ltd. was formerly known as U-Gentech Co. Ltd. Prior to that, U-Gentech Co. Ltd. was known as Dowon Telecom Co. Ltd. Young in Frontier Co. Ltd. was founded in 1994 and is based in Seoul, South Korea.",,,,
GenoTech,https://www.crunchbase.com/organization/genotech,"Bioinformatics, Biopharma, Biotechnology, Life Science","Yusong, Taejon-jikhalsi, South Korea","GenoTech operates in the field of research & development and provides services like bioinformatics, DNA sequencing, genome analysis and more","1,176,407",$1M to $10M,Active,1997-07-08,day,,,,,For Profit,http://www.genotech.co.kr,,,,,
Immunomax,https://www.crunchbase.com/organization/immunomax,"Biotechnology, Health Care, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Immunomax is a biotechnology company that specializes in immunology-based biopharmaceuticals.,"1,180,345",,Active,2015-01-01,year,,,,,For Profit,http://immunomax.co.kr,Immunomax is a biotechnology company that specializes in immunology-based biopharmaceuticals. The company develops allogeneic gamma delta CAR-T cell therapies and animal cell lines for high-efficiency biopharmaceutical production.,,,USD,
Qgen Biotech,https://www.crunchbase.com/organization/qgen-biotech,"Biotechnology, Manufacturing, Pharmaceutical","Dongan, Kyonggi-do, South Korea",Qgen Biotech is a biotech company that produces food and pharmaceutical raw materials.,"1,181,732",,Active,2006-05-01,month,,,,,For Profit,http://www.quegen.com,,,,,
Bioplus Co.,https://www.crunchbase.com/organization/bioplus-co,"Beauty, Biotechnology","Seongnam, Kyonggi-do, South Korea",Bioplus Co. creates bio-goods that promote the pursuit of beauty and contribute significantly to the well-being of the country.,"1,182,475",,Active,2003-01-01,year,,,,,For Profit,https://ubioplus.com,Bioplus Co. creates bio-goods that promote the pursuit of beauty and contribute significantly to the well-being of the country.,,,USD,
INGR,https://www.crunchbase.com/organization/ingr,"Beauty, Biotechnology, Cosmetics","Yongin, Ch'ungch'ong-namdo, South Korea",INGR operates a natural biomaterial platform for cosmeceuticals and nutraceuticals.,"1,188,454",,Active,2010-01-01,year,,,,,For Profit,http://www.ingr.kr,"INGR operates a natural biomaterial platform for cosmeceuticals and nutraceuticals. The company's platform aims to provide customers with functional materials and related technical services for cosmetics and food-based applications based on molecular switch, plant cell culture, and bioconversion technologies.",,,USD,
ATGC,https://www.crunchbase.com/organization/atgc,"Biopharma, Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",ATGC engages in the research and development of drugs.,"1,190,508",$1M to $10M,Active,2010-11-10,day,,,,,For Profit,https://www.atgcbio.com ,,,,USD,
ProCell Therapeutics,https://www.crunchbase.com/organization/procell-therapeutics,"Biotechnology, Cosmetics, Health Care, Pharmaceutical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",ProCell Therapeutics is a research on developing new drugs and functional ingredients / cosmetics,"1,192,698",$1M to $10M,Active,2005-12-20,day,,,,,For Profit,https://www.procellrx.co.kr,"ProCellTerraputics aims to be a first-class company in biopharmaceuticals with its macromolecule intracellular transfer technology (MITT), an innovative source technology.",,,,
A-Bio Materials,https://www.crunchbase.com/organization/a-bio-materials,"Biotechnology, Product Research","Suwon, Ch'ungch'ong-namdo, South Korea",A-Bio Materials is a life science research and development company that develops new biomaterials.,"1,203,707",,Active,2020-07-06,day,,,,,For Profit,http://a-bio.kr,,Seed,,USD,
NEXGEN Biotechnologies,https://www.crunchbase.com/organization/nexgen-biotechnologies,"Biotechnology, Cosmetics, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",NEXGEN Biotechnologies is well-known for producing new and distinctive skin-care products.,"1,237,291",,Active,1999-01-01,day,,,,,For Profit,http://www.nexgenbiotech.com/,,,,,
Endomix,https://www.crunchbase.com/organization/endomix-co,"Biotechnology, Clinical Trials, Health Diagnostics, Oncology, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Endomix is a biotechnology company that realizes preventive medicine on liquid biopsy-based ultra-precision cancer diagnosis technology.,"1,244,029",,Active,2021-01-01,year,,,,,For Profit,http://www.goendomics.com,"Endomix is a biotechnology company that focuses on preventive medicine. The company operates in the fields of biotechnology, clinical trials, health diagnostics, and pharmaceuticals. Endomix's primary goal is to develop and commercialize technology that can help in the prevention of diseases. The company's services include conducting clinical trials and providing health diagnostic solutions. Endomix also works on pharmaceutical products that can contribute to preventive medicine.",,,USD,
Cellgentek,https://www.crunchbase.com/organization/cellgentek-co,"Biopharma, Biotechnology, Health Diagnostics, Manufacturing, Medical Device, Pharmaceutical","Cheongju, Ch'ungch'ong-bukto, South Korea",Cellgentek Co. is a producer of BIT related products for R&D in the pharmaceutical field.,"1,253,378",,Active,2002-01-01,year,,,,,For Profit,http://www.cellgentek.co.kr,,,,,
Green Grass Bio,https://www.crunchbase.com/organization/green-grass-bio,"Biotechnology, Food and Beverage, Livestock","Chungju, Ch'ungch'ong-bukto, South Korea",Green Grass Bio is a food research company.,"1,254,815",,Active,2014-01-01,year,,,,,For Profit,https://greengrassbio.com/,Green Grass Bio is a food research company.,,,,
Flower Medical,https://www.crunchbase.com/organization/flower-medical,"Biotechnology, Medical, Medical Device, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Flower Medical is a company that offers medicine and pharmaceutical research and development services.,"1,268,200",,Active,2018-01-25,day,,,,,For Profit,http://flowermedical.net/,,,,USD,
Mirae Fine Chemical,https://www.crunchbase.com/organization/mirae-fine-chemical,"Biotechnology, Chemical, Pharmaceutical","Gyeongju, Kyongsang-bukto, South Korea","Mirae Fine Chemical specializes in research and development, APIs, pharmaceutical intermediates, Pd catalysts, and custom manufacturing.","1,268,536",,Active,2008-01-01,year,,,,,For Profit,http://www.mfcglobal.co.kr,"Mirae Fine Chemical is a pharmaceutical company with a focus on R&D, APIs, pharmaceutical intermediates, Pd catalysts, and custom production services. MFC is always concerned with product quality, and all of its products are manufactured in accordance with GMP standards. Independent QA & QC ensure the proper execution and operation of the GMP Quality system.",,,USD,
Dream Pharma Corp,https://www.crunchbase.com/organization/dream-pharma-corp,"Biotechnology, Health Care, Life Science, Manufacturing, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea","Dream Pharma Corp., pharmaceutical company, manufactures prescription and OTC medications in South Korea","1,292,040",,Active,1995-01-01,year,2014-08-06,day,,,For Profit,http://dreampharma.co.kr/eng,"Dream Pharma Corp., pharmaceutical company, manufactures prescription and OTC medications in South Korea. It offers tablets, capsules, creams, injections, and powders in the areas of antihistamines, pain, gastrointestinal, respiratory, circulatory, dermatology, anti-obesities, and others; and nutritional dietary supplements. The company exports its products to India and Vietnam; and offers its products through partnerships with pharmaceutical companies in the United States, Asia, and Europe. Dream Pharma Corp. was formerly known as H-Pharm Co., Ltd. and changed its name to Dream Pharma Corp. in January 2005. The company was founded in 1995 and is based in Seoul, South Korea. Dream Pharma Corp. operates as a subsidiary of Hanwha Corp.",M&A,,,
Cellumed,https://www.crunchbase.com/organization/cellumed,"Biotechnology, Manufacturing, Medical Device","Geumgok, Kyonggi-do, South Korea",Cellumed is a biotech company that manufactures medical equipment and biosimilars.,"1,300,919",$10M to $50M,Active,1985-04-30,day,2002-05-23,day,,,For Profit,http://www.cellumed.co.kr,"Cellumed is a musculoskeletal medical device biotechnology company. It supplies production enzymes that can produce growth factors, RNA vaccines, and treatments using various biotechnologies. They produce medical devices for various indications using medical metal and ceramic materials based on biological and synthetic materials based on bone graft materials that fill bone defects.",IPO,,USD,
KORAM Biotech,https://www.crunchbase.com/organization/koram-biotech,"Biotechnology, Life Science, Manufacturing, Product Research","Seoul, Seoul-t'ukpyolsi, South Korea",KORAM Biotech is a life science company that provides reagents and equipment.,"1,307,096",,Active,1988-01-01,year,,,,,For Profit,https://www.korambiotech.com,"KORAM Biotech is a life science company that supplies reagents, equipment, and equipment from overseas companies necessary for R and D in the bio-industry, and provides the latest technology and services.",,,,
KAIST GLOBAL COMMERCIALIZATION SYSTEM,https://www.crunchbase.com/organization/kaist-global-commercialization-system,"Biotechnology, Commercial, Consulting, Database, Education, Information and Communications Technology (ICT)","Yusong, Taejon-jikhalsi, South Korea",KAIST GLOBAL COMMERCIALIZATION SYSTEM develops a global commercialization support system focusing on ICT and scientific technology fields.,"1,313,693",,Active,2015-06-01,month,,,,,For Profit,https://gcc.kaist.ac.kr,,,,,
Q Genetics,https://www.crunchbase.com/organization/q-genetics,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea",Q Genetics is a bio-medical company to develop drugs from medicinal plants.,"1,317,942",,Active,2016-03-16,day,,,,,For Profit,http://www.qgenetics.co.kr,,,,,
Oncogen,https://www.crunchbase.com/organization/oncogen,"Biotechnology, Medical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Oncogen is a venture company that specializes in research and development of new drugs.,"1,321,125",,Active,2020-01-01,year,,,,,For Profit,http://www.oncozen.co.kr,,Seed,,USD,
BNF SOLUTION,https://www.crunchbase.com/organization/bnf-solution,"Biopharma, Biotechnology, Manufacturing","Anyang, Kyonggi-do, South Korea",BNF SOLUTION is a biopharmaceutical raw materials manufacturing company.,"1,329,680",,Active,2017-01-01,year,,,,,For Profit,https://bnfs.co.kr/,,,,,
Korea Ocean Bio Cluster,https://www.crunchbase.com/organization/korea-ocean-bio-cluster,"Biotechnology, Marketing, Test and Measurement","Busan, Pusan-jikhalsi, South Korea",Korea Ocean Bio Cluster is a microbial material research and development company.,"1,333,619",,Active,2015-01-01,year,,,,,For Profit,http://www.biocluster.co.kr,,,,,
Korea Bone Bank,https://www.crunchbase.com/organization/korea-bone-bank,"Biotechnology, Medical, Medical Device","Gasandong, Kyonggi-do, South Korea",Korea Bone Bank is a biotech company dedicated to developing bone graft substitution based on human tissue graft.,"1,337,014",,Closed,1997-01-01,year,,,,none,For Profit,http://kbbcom.co.kr/,"Korea Bone Bank (KBB) is a biotech company dedicated to developing bone graft substitution based on human tissue graft. Moreover, the company concentrates its R&D efforts on bio-similar business that develops human recombinant protein for treatment, employing genetic recombination technology. The company is in pursuit of high value products with advanced biotechnology.",Early Stage Venture,,USD,
StemExOne,https://www.crunchbase.com/organization/stemexone,"Biotechnology, Life Science, Neuroscience","Yusong, Taejon-jikhalsi, South Korea",StemExOne is a biotechnology company offering technological solutions for manufacturing extracellular vesicles.,"1,365,414",,Active,2017-07-01,month,,,,,For Profit,http://stemexone.com/,,Seed,,USD,
JP Duet Bio,https://www.crunchbase.com/organization/jp-duet-bio,"Biopharma, Biotechnology, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",JP Cuet Bio is a bio venture company that develops peptide compounds for the treatment of cancer.,"1,388,157",,Active,2020-01-01,year,,,,,For Profit,https://www.jpduetbio.com,,,,,
Orient Bio,https://www.crunchbase.com/organization/orient-bio,"Biotechnology, Life Science, Product Research","Seongnam, Kyonggi-do, South Korea",Orient Bio is a biotechnology research and development company.,"1,393,220",$10M to $50M,Active,1959-04-16,day,,,,,For Profit,https://www.orientbio.co.kr,,,,,
HuMab,https://www.crunchbase.com/organization/humab,"Biopharma, Biotechnology, Health Care, Medical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea","HuMab is developing SynThese, a fully human antibody discovery transgenic mouse platform for developing novel antibody therapeutics.","1,393,314",,Active,2018-05-16,day,,,,,For Profit,http://humab.kr/,,,,USD,
OVMedi,https://www.crunchbase.com/organization/ovmedi,"Biotechnology, Life Science, Medical","Seongnam, Kyonggi-do, South Korea",OVMedi is a biomedical company that develops medical products in the field of biomedical care.,"1,394,798",,Active,2012-01-01,year,,,,,For Profit,http://ovmedi.co.kr,,,,,
CMLAB,https://www.crunchbase.com/organization/cmlab,"Biotechnology, Health Care, Laser, Medical, Medical Device","Mapo, Seoul-t'ukpyolsi, South Korea",CMLAB is a medical device for laser treatment.,"1,395,575",$1M to $10M,Active,2017-01-20,day,,,,,For Profit,https://www.savelife-cmlab.com ,,,,,
XOUL Cosmetic,https://www.crunchbase.com/organization/xoul-cosmetic,"Beauty, Biotechnology, Cosmetics, Sales","Yeoksamdong, Seoul-t'ukpyolsi, South Korea",XOUL Cosmetic develops and sells human stem cell cosmetics.,"1,397,064",,Active,2017-12-01,day,,,,,For Profit,http://www.xoul.co.kr/,,,,,
MEDIOGEN,https://www.crunchbase.com/organization/mediogen,"Biotechnology, Life Science, Pharmaceutical","Jecheon, Ch'ungch'ong-bukto, South Korea",MEDIOGEN is a life science and probiotics products company.,"1,398,661",$10M to $50M,Active,2000-06-17,day,,,,,For Profit,http://mediogen.co.kr/,,Late Stage Venture,,USD,
Cartiprime,https://www.crunchbase.com/organization/cartiprime,"Biotechnology, Pharmaceutical, Product Research","Daegu, Taegu-jikhalsi, South Korea",Cartiprime is a drug development company that specializes in treating osteoarthritis and intractable diseases.,"1,405,240",,Active,2019-01-01,year,,,,,For Profit,http://cartiprime.com,,,,USD,
CTCVAC,https://www.crunchbase.com/organization/ctcvac,"Biotechnology, Life Science, Pet","Seoul, Seoul-t'ukpyolsi, South Korea",CTCVAC specializes in animal vaccines and was recently established after a physical division with CTC Bio.,"1,414,202",,Active,2019-01-01,year,,,,,For Profit,,"CTCVAC specializes in animal vaccines and was recently established after a physical division with CTC Bio. CTC Bac, a subsidiary of CTC Bio's 'Ugly Duckling', will be able to transform itself into a swan this year.",,,USD,
Biois,https://www.crunchbase.com/organization/biois,"Biotechnology, Health Diagnostics, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Aptamer Based Leading Company for Biomarker Discovery and Diagnostics,"1,432,498",,Active,2000-01-01,year,,,,,For Profit,http://www.biois.co.kr,,,,,
Hironic,https://www.crunchbase.com/organization/hironic,"Biotechnology, Health Care, Information Technology, Medical Device","Yongsin, Kyonggi-do, South Korea",Hironic develops and sells medical equipment technology.,"1,433,508",$10M to $50M,Active,2006-01-01,day,2013-07-01,day,,,For Profit,http://hironic.com,"Hironic It is a business that creates and markets technologies for medical equipment. It is used in procedures like hair removal, facelifting, and wrinkle, acne, and scar treatment.",IPO,,,
Mind Eye,https://www.crunchbase.com/organization/mind-eye,"Biotechnology, Health Diagnostics, Test and Measurement","Seocho, Seoul-t'ukpyolsi, South Korea","Mind Eye is a biotechnology company that offers brain fatigue tests, lie detection, psychological analysis, and monitoring services.","1,457,718",,Active,2017-08-18,day,,,,,For Profit,http://www.mindeye.co.kr,,,,,
Genomine,https://www.crunchbase.com/organization/genomine,Biotechnology,"Pohang, Kyongsang-bukto, South Korea","Genomine Advanced Biotechnology Research Institute (GABRI), a research institute affiliated with Genome.","1,463,142",,Active,1999-01-01,year,,,,,For Profit,http://www.genomine.com/,"Xenomine Co., Ltd. is a research and development company that seeks to discover functional genes and disease markers based on world-class technology in functional dielectric and proteome analysis and create high added value through its technology transfer and its utilization business. It originated from the lab and was founded by professors in the Department of Life Sciences, Ph.D. and Ph.D. researchers, and researchers from major companies such as Pacific and LG.",,,USD,
Dongin Biotech,https://www.crunchbase.com/organization/dongin-biotech,"Biotechnology, Medical, Medical Device","Songpadong, Seoul-t'ukpyolsi, South Korea",Dongin Biotech is a biotechnology company that offers scientific and medical equipment.,"1,466,751",,Active,1999-01-01,year,,,,,For Profit,https://www.donginbio.com/,,,,,
Innoregen,https://www.crunchbase.com/organization/innoregen,"3D Printing, Biotechnology, Manufacturing","Daegu, Taegu-jikhalsi, South Korea",Innoregen specializes in the development and manufacture of bio-ink for 3D bioprinting.,"1,478,843",,Active,2010-01-01,year,,,,,For Profit,https://www.innoregen.com/,Innoregen specializes in the development and manufacture of bio-ink for 3D bioprinting.,,,USD,
KBlueBio,https://www.crunchbase.com/organization/kbluebio,"Biotechnology, Medical, Pharmaceutical","Hwasun, Cholla-namdo, South Korea","KBlueBio is a medicine company that develops and researches medical molecular diagnosis, drug development, and diagnosis commercialization.","1,488,272",,Active,2020-01-01,year,,,,,For Profit,http://kbluebio.com,,,,,
BioActs,https://www.crunchbase.com/organization/bioacts,"Biotechnology, Health Care, Medical","Namdong, Kyonggi-do, South Korea",BioActs is a biotech company that designs and produces functional dyes and fluorescent biomaterials.,"1,495,886",$1M to $10M,Active,1976-01-01,year,,,,,For Profit,https://www.bioacts.com,,,,,
Apures,https://www.crunchbase.com/organization/apures-co-ltd,"Biotechnology, Health Care","Chungbuk, Kyongsang-bukto, South Korea","Apure is a biotech company that develops and markets medical, laboratory and other related products.","1,516,684",,Active,2001-01-01,year,2019-01-09,day,,,For Profit,http://www.apures.com,"Apures makes use of cellular and biomolecular processes to create goods and technology that enhance both the quality of life for people and the health of the environment. The research and development of biomaterials for research, solutions for research services, and regenerative medicine therapies based on the mini-pig, which is the most anatomically, physiologically, and genetically similar to humans, bring creative solutions to the biomedical industry.",IPO,,,
Micro Digital,https://www.crunchbase.com/organization/micro-digital-281e,"Biotechnology, Health Diagnostics, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Micro Digital is a biotechnology company that offers biomedical and RND systems.,"1,528,195",,Active,2002-01-01,year,,,,,For Profit,https://md-best.com+,,,,USD,
Bae Ryeo Innovation,https://www.crunchbase.com/organization/bae-ryeo-innovation,"Biotechnology, Health Care, Life Science, Medical","Jeju, Cheju-do, South Korea",BaeRyeo is a biotechnology-based company that specializes in natural health solutions and develops antioxidants using plant minerals.,"1,533,182",,Active,2018-01-01,year,,,,,For Profit,http://www.baeryeo.com/,,Seed,,USD,
PRGS&Tech,https://www.crunchbase.com/organization/prgs-tech,"Biotechnology, Pharmaceutical","Busan, Pusan-jikhalsi, South Korea",PRGS&Tech is a research and development center that develops treatment for a rare diseases.,"1,543,092",,Active,2017-01-01,year,,,,,For Profit,http://prgst.com,,,,USD,
Phylosis,https://www.crunchbase.com/organization/phylosis,"Biotechnology, Consulting, Manufacturing, Medical Device","Seongnam, Kyonggi-do, South Korea","Phylosis is developing, manufacturing, and consulting bio-related sensors and analyzers.","1,564,427",$10M to $50M,Active,2003-05-12,day,,,,,For Profit,https://www.philosys.com,,,,,
Youcel,https://www.crunchbase.com/organization/youcel,"Biotechnology, Health Care, Medical","Iksan, Cholla-bukto, South Korea",Youcel researches and develops bio-cellulose technology.,"1,570,020",$1M to $10M,Active,2008-08-18,day,,,,,For Profit,http://www.youcel.co.kr/,,,,,
Pepgene,https://www.crunchbase.com/organization/pepgene,"Biotechnology, Manufacturing, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Pepgene is a peptide biopharmaceutical manufacturing technology company that develops a PG Tag fusion technology.,"1,579,850",,Active,2017-03-06,day,,,,,For Profit,http://pepgene.net/,,,,USD,
Green Bio,https://www.crunchbase.com/organization/green-bio,"Biotechnology, Environmental Engineering, Manufacturing","Gwangju, Kwangju-jikhalsi, South Korea",Green Bio is a manufacturer of bio-degradable products.,"1,585,142",,Active,2018-01-01,year,,,,,For Profit,http://greenbiosystem.com,,,,,
Biocelltran,https://www.crunchbase.com/organization/biocelltran,"Biotechnology, Pharmaceutical, Product Research","Chuncheon, Kangwon-do, South Korea",Biocelltran is a biotechnology company for research and development.,"1,587,282",,Active,2008-10-01,month,,,,,For Profit,https://bioceltran.cafe24.com,,,,,
Gene BioTech,https://www.crunchbase.com/organization/gene-biotech,"Animal Feed, Biotechnology, Manufacturing","Gongju, Ch'ungch'ong-namdo, South Korea","Gene BioTech operates in fermentation industry and produces bio resources, animal feed additives and other related products.","1,590,083",$10M to $50M,Active,2000-03-15,day,,,,,For Profit,http://www.genebiotech.co.kr,,,,,
