Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
EVOSS Connect Sdn. Bhd.,https://www.crunchbase.com/organization/evoss-connect-sdn-bhd,"Information and Communications Technology (ICT), IT Management, Network Security, Telecommunications","Johor, Johor, Malaysia","EVOSS Connect Sdn. Bhd. engaged in providing a complete range of internetworking, telecommunication and security products for companies.","1,829,111",Active,2004-01-01,year,,,,,For Profit,http://www.evoss.com.my,,,,,
Netval Management,https://www.crunchbase.com/organization/netval-management,,"Petaling Jaya, Selangor, Malaysia","Founded in year 2000, NetVal is a truly independent venture capital firm. Our team is made up of partners who bring a wealth of management","1,830,346",Active,2000-01-01,year,,,,,For Profit,http://www.netvalvc.com,"Founded in year 2000, NetVal is a truly independent venture capital firm. Our team is made up of partners who bring a wealth of management and operations experience to every investment partnership. Each partner has gained experience by operating at senior decision-making levels in successful multi-national and Malaysian corporations and has proven track records in the venture capital industry. Every investment represents a special relationship and since our partnership operates as a team, each one of us contributes fully to every company NetVal invests in. Rest assured that we are totally committed to the success of every company our fund backs. Our experience and track record have enabled us to assemble a broad network of respectable investors. Contributors to NetVal’s fund base comprise highly successful entrepreneurs in a range of key sectors. If required, a wide international network stands ready to provide additional expert financial and management direction.",,,,
Berjaya Times Square Kuala Lumpur,https://www.crunchbase.com/organization/berjaya-times-square-kuala-lumpur,"Consumer Goods, Sales, Shopping, Shopping Mall, Tourism","Kuala Lumpur, Kuala Lumpur, Malaysia",Berjaya Times Square is a shopping mall frequented both by locals and tourists.,"1,832,904",Active,2003-01-01,year,,,,,For Profit,https://berjayatimessquarekl.com/,"Berjaya Times Square Kuala Lumpur was officially opened on 29th September 2003 by Prime Minister of Malaysia, Tun Dr. Mahathir Mohamad. The RM1.75 billion building was developed by Berjaya Assets Berhad which is majority owned by Tan Sri Vincent Tan. With over 2.5 million people visiting the mall each month, Berjaya Times Square prides itself as the best shopping experience under one roof for locals and tourists alike.",,,,
ConnectCounty Holdings,https://www.crunchbase.com/organization/connectcounty-holdings,"Electronics, Manufacturing, Marketing","Kuala Lumpur, Kuala Lumpur, Malaysia","ConnectCounty Holdings manufactures and markets cables, wires, connectors, and related products.","1,839,453",Active,2003-01-01,day,2005-10-20,day,,,For Profit,http://www.connectcounty.com/,"ConnectCounty Holdings is an interconnect solutions company with automated manufacturing facilities. They design, develop, manufacture, market, sell, and provide related services for cables, wires, connectors, and related products.",IPO,,,
Osteomed,https://www.crunchbase.com/organization/osteomed-64d6,"Health Care, Medical, Medical Device","Petaling Jaya, Selangor, Malaysia","Osteomed is a supplier of medical systems, diagnostic and surgical products.","1,839,554",Active,2000-01-01,year,,,,,For Profit,https://www.osteomed.com.my,,,,,
EKTECH Communications,https://www.crunchbase.com/organization/ektech-communications,"Information Services, Internet of Things, Wireless","Petaling Jaya, Selangor, Malaysia","EKTECH provide secure and reliable wireless telecommunication network for residential, business, industrial, and outdoor applications.","1,847,107",Active,2002-01-01,day,,,,,For Profit,http://ektech.com.my,,,,,
Ktg Berhad,https://www.crunchbase.com/organization/ktg-bhd,,"Cheras, Negeri Sembilan, Malaysia",KTG Berhad offers services on ceramics and pottery products.,"1,869,003",Active,2000-01-01,year,2016-06-15,day,,,For Profit,https://www.ktg.com.my/index.php,,IPO,,,
Expert Accounts,https://www.crunchbase.com/organization/expert-accounts,"CRM, Enterprise Resource Planning (ERP), Management Consulting, Software, Software Engineering","Kuala Lumpur, Kuala Lumpur, Malaysia","Expert Accounts is a cloud ERP software that delivers manufacturing planning, financial analysis, billing, WMS and CRM solutions.","1,869,477",Active,2000-01-01,year,,,,,For Profit,https://expertaccounts.com,,,,,
NS Distribution (M) Sdn Bhd,https://www.crunchbase.com/organization/ns-distribution-m-sdn-bhd,Information Services,"Puchong, Selangor, Malaysia",NS Distribution is a business IT solution company.,"1,871,599",Active,2003-01-01,day,,,,,For Profit,http://www.nsd.com.my/,,,,,
Montanic,https://www.crunchbase.com/organization/montanic,"E-Commerce, Retail, Sporting Goods","Petaling Jaya, Selangor, Malaysia","Montanic sells a wide range of sporting goods including tents, sleeping bags, wearables, footwear, cooking essentials and fire starters.","1,895,793",Active,2001-01-01,year,,,,,For Profit,https://montanic.com/,,,,,
Setegap Ventures Petroleum,https://www.crunchbase.com/organization/setegap-ventures-petroleum,"Energy, Oil and Gas, Waste Management","Petaling, Kuala Lumpur, Malaysia","Setegap Ventures Petroleum specializes in pumping and well intervention, production enhancement, and upstream drilling services.","1,911,768",Active,2004-01-01,year,,,,,For Profit,https://www.svpetroleum.com.my,,,,,
Medilink-Global,https://www.crunchbase.com/organization/medilink-global-1e7e,"Health Care, Insurance, Medical","Kuala Lumpur, Kuala Lumpur, Malaysia",Medilink-Global provides third-party administration solutions to health insurance and corporate organizations.,"1,911,856",Active,2001-01-01,year,,,,,For Profit,https://medilink-global.com,,,,,
Spring Cottage,https://www.crunchbase.com/organization/spring-cottage,"Events, Flowers, Wedding","Kuala Lumpur, Kuala Lumpur, Malaysia",Spring Cottage provides flower decoration services for weddings and events.,"1,921,823",Active,2000-01-01,year,,,,,For Profit,https://www.springcottage.com.my,"Spring Cottage offers the best floral resources to help the couple plan their special days. They take pride in crafting the perfect arrangements—heartfelt and delightful. They are always full of surprises, arousing with unexpected heartfelt touches, an evocative experience encapsulated in perfect arrangements.",,,,
Acre Works,https://www.crunchbase.com/organization/acre-works-sdn-bhd,"Civil Engineering, Construction, Project Management","Kuala Lumpur, Kuala Lumpur, Malaysia",Acre Works is a construction company that engaged in infrastructure and commercial projects.,"1,926,363",Active,2004-01-01,year,,,,,For Profit,http://www.acreworks.com.my,"Acre Works Sdn Bhd is committed to a culture of team, cooperation, and mutual respect and importantly they uphold the standards of professionalism and integrity that distinguish our people from some across the industry.",,,,
Twin City Advertech Sdn Bhd,https://www.crunchbase.com/organization/twin-city-advertech-sdn-bhd,"Digital Signage, Manufacturing, Outdoor Advertising","Seremban, Negeri Sembilan, Malaysia",Twin City Advertech is a LED digital signage supplier and manufacturer.,"1,944,048",Active,2002-01-01,year,,,,,For Profit,https://led-signage.com,"Twin City Advertech provides LED lightbox, LED TV indoor, LED TV outdoor, LED slim light box, LED banner light box, LED fabric light box, LED crystal light box, LED magnetic light box, LED flashing light box, LCD touch kiosk, marketing, advertising, advertising materials, and business development services.",,,,
Ketengah Holding,https://www.crunchbase.com/organization/ketengah-holding,"Education, Financial Services, Industrial, Tourism","Dungun, Terengganu, Malaysia","Ketengah Holding is a group of companies that offers economic growth and development for plantations, quarry, and various other sectors.","1,948,405",Active,2003-07-09,day,,,,,For Profit,https://ketengahholding.com.my/,,,,,
Dibta Group,https://www.crunchbase.com/organization/dibta-group,"Business Development, Consulting, Training","Petaling, Kuala Lumpur, Malaysia",Dibta Group is a corporate training company.,"1,948,665",Active,2003-01-01,year,,,,,For Profit,https://dibtagroup.com,"Dibta Group provides corporate learning solutions. They promote individual and team growth as well as long-term impacts on the organization’s performance and management. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",,,,
NW Solutions,https://www.crunchbase.com/organization/nw-solutions,"Enterprise Resource Planning (ERP), Information Technology, Network Security, Software, Web Development","Petaling Jaya, Selangor, Malaysia","NW Solutions designs and develops IT products like enterprise, mobile apps, brand protection, authentication & ERP solution.","1,952,499",Active,2001-01-01,year,,,,,For Profit,https://www.nwsm.com/,,,,,
Image Farm Productions,https://www.crunchbase.com/organization/image-farm-productions,"Broadcasting, Events","Sungei Dua, Pulau Pinang, Malaysia","Image Farm Productions is a video production house specializes in corporate, events and documentaries.","1,953,453",Active,2001-01-01,day,,,,,For Profit,https://imagefarm.com.my/,,,,,
E-Trifecta Solutions,https://www.crunchbase.com/organization/e-trifecta-solutions,"Augmented Reality, Enterprise Software, Web Development","Kuala Lumpur, Kuala Lumpur, Malaysia",E-Trifecta Solutions develops image processing and AR applications for businesses and consumers.,"1,973,358",Active,2004-01-01,year,,,,,For Profit,http://etrifecta.com/,"e-Trifecta develops image processing and augmented reality applications with strategic value proposition. It is based in Kuala Lumpur, Malaysia.",,,,
AIMST,https://www.crunchbase.com/organization/aimst,"Education, Higher Education, Primary Education, Secondary Education","Bedong, Kedah, Malaysia",AIMST is firm that specializes in ministry of higher education.,"1,985,296",Active,2001-01-01,year,,,,,For Profit,https://www.aimst.edu.my/,"AIMST aims to be a premier private sector university in the country and region catering to the needs of local and international students in providing quality technical education at an affordable price. The curricula for most of the degree programs are drawn from a U.K.-based university. They offer high-quality accredited undergraduate and postgraduate programs at the cutting-edge of technology at an affordable price designed to meet the individual, community, and national manpower needs in line with the national educational philosophy.",,,,
Berjaya Dockyard,https://www.crunchbase.com/organization/berjaya-dockyard,"Industrial Manufacturing, Manufacturing, Marine Technology","Miri, Sarawak, Malaysia","Berjaya Dockyard offers shipbuilding, ship repair, and construction of offshore support vessels for oil and gas industries.","2,005,283",Active,2003-01-01,year,,,,,For Profit,https://www.berjayadockyard.com,,,,,
A.D. Financial,https://www.crunchbase.com/organization/a-d-financial,"Advice, Financial Services, Insurance, Wealth Management","Petaling Jaya, Selangor, Malaysia","A.D. Financial is a financial advisory firm that offers estate planning, taxation, insurance, investment, and wealth management services.","2,009,198",Active,2002-01-01,year,,,,,For Profit,https://adfinancial.com.my,,,,,
IVT Group of Companies,https://www.crunchbase.com/organization/ivt-group-of-companies,"Information Technology, IT Infrastructure, Management Consulting","Selangor, Selangor, Malaysia",IVT Group of Companies is a RedHat testing IT infrastructure & solution company.,"2,010,459",Active,2003-01-01,year,,,,,For Profit,https://www.ivtsys.com,,,,,
Bits and Pixels,https://www.crunchbase.com/organization/bits-and-pixels,"Broadcasting, Media and Entertainment","Puchong, Selangor, Malaysia",Bits and Pixels is a communication design and creative media production company.,"2,010,805",Active,2001-01-01,day,,,,,For Profit,https://www.bitsandpixels.tv/,,,,,
Leweko Resources,https://www.crunchbase.com/organization/leweko-resources,"Construction, Manufacturing, Wood Processing","Ipoh, Perak, Malaysia",Leweko Resources is a concrete and wood product manufacturing company.,"2,011,615",Active,2002-01-10,day,2002-08-15,day,,,For Profit,https://leweko.com/,,IPO,,,
FingerTec Worldwide,https://www.crunchbase.com/organization/fingertec-worldwide,"Biometrics, Professional Services","Kuala Lumpur, Kuala Lumpur, Malaysia","FingerTec is providing fingerprint, face & card time attendance & access control solutions worldwide.","2,016,669",Active,2000-01-01,year,,,,,For Profit,https://www.fingertec.com/,,,,,
Citrine One,https://www.crunchbase.com/organization/citrine-one,"Advertising, Marketing, Public Relations","Petaling Jaya, Selangor, Malaysia",Citrine One is a media and marketing communications consultancy firm.,"2,018,559",Active,2001-01-01,day,,,,,For Profit,http://www.citrineone.com,,,,,
Axelcloud Technologies,https://www.crunchbase.com/organization/axelcloud-technologies,"Consulting, Health Care, Information Technology, Internet of Things, Software","Petaling Jaya, Selangor, Malaysia","AXELCloud Technologies design and deliver Healthcare IT products and solutions, IT Consulting, and collaborative Data Science.","2,021,688",Active,2001-01-01,year,,,,,For Profit,http://axelcloud.com.my,,,,,
Marshal Technologies,https://www.crunchbase.com/organization/marshal-technologies,"Consulting, Information Technology, Network Security, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Marshal Technologies offers IT solutions.,"2,031,399",Active,2000-01-01,year,,,,,For Profit,http://marshal.com.my/,"Marshal Technologies IT consulting, Server & network support for SME to Enterprise Customers. They offer an array of services for the SME market including managed IT services, network installation and cloud migrations, network security, and more. They offer all levels of Support and Consultancy including Upgrades and Installation.",,,,
Idaman Pharma,https://www.crunchbase.com/organization/idaman-pharma,"Manufacturing, Medical Device, Pharmaceutical","Kuala Lumpur, Kuala Lumpur, Malaysia","Idaman Pharma is a medical equipment manufacturing company that provides medications, therapeutic drugs, and wellness products and services.","2,031,913",Active,2001-01-01,year,,,,,For Profit,https://www.idamanpharma.com,,,,,
Hexasoft,https://www.crunchbase.com/organization/hexasoft,"Biotechnology, Information Technology","Penang, Pulau Pinang, Malaysia",Hexasoft ia a research and development company.,"2,033,654",Active,2002-01-01,day,,,,,For Profit,http://www.hexasoft.com.my,,,,,
Ausscar,https://www.crunchbase.com/organization/ausscar,"Consulting, Financial Services, Wealth Management","Puchong, Selangor, Malaysia","Ausscar is a financial planning, family office, private investment fund, and corporate advisory company.","2,037,478",Active,2004-01-01,year,,,,,For Profit,https://www.ausscar.com,"Ausscar specializes in the capital market, wealth management, and advisory. They provide integrated financial services to corporate and retail clients. They respond to customer inquiries by phone, contact form, and email.",,,,
Fiscal Digest,https://www.crunchbase.com/organization/fiscal-digest,"Data Center, Information Technology, Mobile Apps","Seri Kembangan, Negeri Sembilan, Malaysia",Fiscal Digest is an IT service company specializing in IT Outsourcing.,"2,039,172",Active,2004-01-01,year,,,,,For Profit,http://fiscald.com/,Fiscal Digest Sdn Bhd is an Information Technology services company specializing in IT Outsourcing. At Fiscal Digest Sdn Bhd (fiscal) they know that the importance of the Outsourcing Partnership model is to deliver complementary business solutions to meet increasingly complex customer demands.,,,,
Image Magic Printing,https://www.crunchbase.com/organization/image-magic-printing,"Printing, Publishing","Kuala Lumpur, Kuala Lumpur, Malaysia","Image Magic Printing is a digital printing company that prints flyers, booklets, short-run stickers, and postcards.","2,042,733",Active,2003-01-01,year,,,,,For Profit,https://www.imagemagic.com.my,"Image magic printing offers an online printing service. Business card,  name card printing, booklet printing, brochure flyer printing, sticker and label printing, event ticket and voucher printing, hard cover, digital printing,  postcard, certificate, envelope, poster printing,  foam board,  inkjet printing, personalised name tag printing. The contact mode of the company is by mail, phone, and physical address.",,,,
OS HRS,https://www.crunchbase.com/organization/os-hrs,"Human Resources, Recruiting","Kuala Lumpur, Kuala Lumpur, Malaysia",OS HRS provides payroll and HR outsourcing services.,"2,043,597",Active,2001-01-01,day,,,,,For Profit,https://www.oshrs.com/,,,,,
GSR Environmental Consultancy,https://www.crunchbase.com/organization/gsr-environmental-consultancy,"Consulting, Environmental Consulting, Environmental Engineering","Selangor, Selangor, Malaysia",GSR Environmental Consultancy is an environmental and engineering consulting firm.,"2,082,276",Active,2004-01-01,year,,,,,For Profit,http://www.gsrec.net,"GSR Environmental Consultancy provides environmental consulting services. They provide impact assessment, site assessment, planning and modeling, management audits, municipal waste, hazardous waste, and business-to-business matching program services. They address inquiries through phone calls and emails.",,,,
Davos Life Science,https://www.crunchbase.com/organization/davos-life-science,"Fitness, Health Care, Life Science, Wellness","Petaling Jaya, Selangor, Malaysia",KLK OLEO Malaysia is a trusted and reliable global supplier for oleochemical products.,"2,093,966",Active,2004-01-01,year,,,,,For Profit,https://www.davoslife.com,"Davos Life Science Nutraceuticals, Health supplements, Cosmetics, Pharmaceuticals, Functional Foods & Beverages. such as fatty acids, glycerine, fatty alcohols, methyl esters, soap noodles, alkanolamide & more.",,,,
Core Allied Investments,https://www.crunchbase.com/organization/core-allied-investments,"Consulting, IT Management, Payments, Web Apps","Selangor, Selangor, Malaysia","Core Allied Investments offers system integration, online payment, ICT consultant, wireless application, and mobile application development.","2,101,132",Active,2004-01-01,year,,,,,For Profit,https://coreallied.com,,,,,
NIIX Software Solutions,https://www.crunchbase.com/organization/niix-software-solutions,"Information Services, Information Technology, Software","Petaling Jaya, Selangor, Malaysia",NIIX Software Solutions is a software research and development company.,"2,102,357",Active,2001-01-01,day,,,,,For Profit,https://www.niix.com/,,,,,
Think Plus Consulting,https://www.crunchbase.com/organization/think-plus-consulting,"Consulting, Human Resources, Recruiting","Kuala Lumpur, Kuala Lumpur, Malaysia",Think Plus Consulting specializes in recruitment with talent sourcing and workforce services to companies in the oil and gas sector.,"2,102,635",Active,2000-01-01,year,,,,,For Profit,https://thinkplusmanpower.com,,,,,
Pro Office Technology,https://www.crunchbase.com/organization/pro-office-technology,"Enterprise Resource Planning (ERP), Information Technology","Selangor, Selangor, Malaysia","Pro office provides comprehensive services that are efficient, creative, inventive, and of high quality, and that may stimulate, empower.","2,108,282",Active,2002-01-01,year,,,,,For Profit,https://www.prooffice.my,,,,,
Alps Synergy,https://www.crunchbase.com/organization/alps-synergy,"Industrial, Manufacturing, Mechanical Engineering, Plastics and Rubber Manufacturing","Kuala Lumpur, Kuala Lumpur, Malaysia",Alps Synergy manufactures insulated plastic containers.,"2,126,227",Active,2004-01-01,year,,,,,For Profit,https://www.alpssynergy.com,"Alps Synergy manufactures double-walled polyethylene containers with polyurethane insulation for use in fisheries, food processing, ice cube production, leisure, and outdoor activities, among other activities.  The company provides recreational insulated plastic containers for the ice cube industry, food and beverage vending, and hawker stalls.",,,,
VERIVA Systems,https://www.crunchbase.com/organization/veriva-systems,Telecommunications,"Kuala Lumpur, Kuala Lumpur, Malaysia",VERIVA Systems provide call recording solutions for financial trading rooms and the contact center industry.,"2,126,855",Active,2004-01-01,day,,,,,For Profit,http://www.verivasystems.com/,,,,,
BriteSoft,https://www.crunchbase.com/organization/britesoft,"Computer, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","BriteSoft is a company which provides Codeless Rapid Application Development Tool, Web, Desktop Application Development & ERP services.","2,132,152",Closed,2002-01-01,day,,,,none,For Profit,https://www.britesoftcorp.com,,,,,
Focus Dynamics,https://www.crunchbase.com/organization/focus-dynamics,"Consumer Goods, Energy","Petaling Jaya, Selangor, Malaysia",Focus Dynamics operates restaurants and bars.,"2,140,129",Active,2002-01-01,year,2006-02-01,day,,,For Profit,http://www.focusdynamics.com.my/,"Focus Dynamics manages and runs restaurants and bars. It produces speed drives, tools for controlling industrial machines and procedures, and offers engineering support for energy-efficient systems. Food and beverage, engineering services, property investment and management, investment holdings, and others are the group's four business segments.",IPO,,,
Omni View,https://www.crunchbase.com/organization/omni-view,"Consulting, Human Resources, Lead Management","Kuala Lumpur, Kuala Lumpur, Malaysia","Omni View is a business consulting company that provides talent management, competency model, and leadership development programs.","2,141,336",Active,2003-01-01,year,,,,,For Profit,https://www.nobleinspiration@omniview.net,,,,,
Milestone Production,https://www.crunchbase.com/organization/milestone-production,"Event Management, Events, Marketing","Petaling Jaya, Selangor, Malaysia",Milestone Production is an event management company that specializes in creating and conceptualizing experiential event.,"2,143,628",Active,2004-01-01,year,,,,,For Profit,https://milestone-production.com,,,,,
Ep-Asia Group,https://www.crunchbase.com/organization/ep-asia-group,"Apps, Information Technology, Professional Networking, Software Engineering","Serdang, Selangor, Malaysia","Ep-Asia Group is an IT company that provides system integration, workforce management, and software development solutions.","2,153,905",Active,2000-01-01,year,,,,,For Profit,https://ep-asia.com,,,,,
Visotech,https://www.crunchbase.com/organization/visotech,"Apps, Digital Marketing, SEO, Software, Web Design","Kuala Lumpur, Kuala Lumpur, Malaysia","Visotech is engaged in providing software development, website designing, digital marketing and Android/IOS app designing with expertise.","2,159,018",Active,2003-01-01,year,,,,,For Profit,https://visotech.com.my/,,,,,
Comm Zed,https://www.crunchbase.com/organization/comm-zed,"Information Technology, Network Security, Software","Petaling, Kuala Lumpur, Malaysia","Comm Zed is an IT service company that specializes in network security, IT solutions, hardware, and software maintenance services.","2,166,469",Active,2001-01-01,year,,,,,For Profit,https://www.commzed.com.my,,,,,
Asdion,https://www.crunchbase.com/organization/asdion-01aa,"Consulting, Software","Damansara, Kuala Lumpur, Malaysia",Asdion develops software and conducts information and communications technology activities.,"2,168,167",Active,2002-08-27,day,2005-01-13,day,,,For Profit,http://www.asdion.com,,IPO,,,
SNL Logistics & Marketing,https://www.crunchbase.com/organization/snl-logistics-marketing,"Freight Service, Logistics, Transportation","Shah Alam, Selangor, Malaysia",SNL Logistics & Marketing is a logistics company that specializes in full truck load and less than truckload cargo delivery services.,"2,180,510",Active,2003-01-01,year,,,,,For Profit,https://www.snl-logistics.com.my,,,,,
Persys Technologies,https://www.crunchbase.com/organization/persys-technologies,"Content, Robotics, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Persys Technologies is a software firm that offers enterprise content management, accounts receivables, integration & automation solutions.","2,187,571",Active,2004-01-01,year,,,,,For Profit,http://www.persys-tech.com/,,,,,
PC com Malaysia,https://www.crunchbase.com/organization/pc-com-malaysia,"CRM, Events, Information Technology","Selangor, Selangor, Malaysia",PC.com Malaysia is more than just a technology magazine.,"2,194,682",Active,2000-05-01,month,,,,,For Profit,http://www.liveatpc.com/,,,,,
Nushire resources Sdn Bhd,https://www.crunchbase.com/organization/nushire-resources-sdn-bhd,,"Sungai Buloh, Selangor, Malaysia",Resourcing and managment company,"2,198,245",Active,2001-06-13,day,,,,,For Profit,,,,,,
PFA ASIA,https://www.crunchbase.com/organization/pfa-asia,"Business Development, Consulting, Financial Services, Service Industry","Kuala Lumpur, Kuala Lumpur, Malaysia",PFA ASIA is a consulting firm that offers financial and wealth management solutions for financial planning and wealth building.,"2,198,305",Active,2000-01-01,year,,,,,For Profit,https://pfaasia.com/,,,,,
Royale Chulan Hotels & Resorts,https://www.crunchbase.com/organization/royale-chulan-hotels-resorts,"Hotel, Resorts, Restaurants","Kuala Lumpur, Kuala Lumpur, Malaysia",Royale Chulan is a firm that operates as the Hotels & Resorts.,"2,202,891",Active,2003-01-01,year,,,,,For Profit,https://www.royalechulan.com/,"Royale Chulan has secured a strong footing in the local hospitality industry, beginning its venture with the launch of the flagship property Royale Chulan Bukit Bintang.",,,,
Infokall Solutions,https://www.crunchbase.com/organization/infokall-solutions,"Business Development, Communications Infrastructure, Consulting, Information Technology","Selangor, Selangor, Malaysia",Infokall Solutions is a global systems integrator and business transformation consulting firm focusing on IT and communications.,"2,206,994",Active,2004-01-01,year,,,,,For Profit,https://infokall.com.my,,,,,
IPIC Integrated Sdn Bhd,https://www.crunchbase.com/organization/ipic-integrated-sdn-bhd,"Consulting, Intellectual Property, Legal","Selangor, Selangor, Malaysia",IPIC helps clients generate stronger patents with high commercial value.,"2,208,825",Active,2001-01-01,year,,,,,For Profit,http://www.ipic.com.my,"IPIC Integrated Sdn. Bhd. a team which provides consulting and services in the area of Intellectual Property, Innovation and Commercialization.  Since 2001, IPIC has been providing value adding services and programmes to corporations, institutions of higher learning, research houses and SMEs to meet their needs and requirements to compete and operate more meaningfully in today's knowledge and borderless economy.  IPIC's group of consultants, local and foreign, has extensive experience in delivering results and tangible benefits in their job engagement. Underpinning our work is the ongoing and continuous research work carried out by our consultants and researchers to validate and ensure that the methodology they employ and teach is sound. True to the adage of practice what you preach, IPIC's business model incorporates a division which generates and license out IP so that they are able to better share their expertise and experience in innovating and monetizing their products or services.",,,,
Pineapple Resources,https://www.crunchbase.com/organization/pineapple-resources,"Hardware, Retail, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Pineapple Resources is a trader of hardware, software, accessories, and peripherals.","2,229,782",Active,2000-12-15,day,2002-01-01,day,,,For Profit,http://pineappleresources.com.my/,Pineapple Resources is a publicly traded firm. They offer retail brand Pineapple Computing in the majority of hypermarkets.They provide e-commerce and digital marketing solutions for any company seeking expertise in this field.,IPO,,,
Simple Advantage,https://www.crunchbase.com/organization/simple-advantage,"Information Technology, Software, Technical Support","Shah Alam, Selangor, Malaysia","Simple Advantage provides software development, maintenance, training services, and technical support services.","2,234,605",Active,2003-01-01,year,,,,,For Profit,https://simpleadvantage.com,,,,,
Synerflex Consulting,https://www.crunchbase.com/organization/synerflex-consulting,"Business Development, Consulting, Corporate Training, Education","Penang, Pulau Pinang, Malaysia",Synerflex Consulting provides consulting and coaching in lean supply chains and digital marketing.,"2,237,305",Active,2000-01-01,year,,,,,For Profit,https://synerflexconsulting.com,"Synerflex Consulting provides result-oriented improvement programs to help clients' organizations attain success. They focus on helping clients improve their organization’s operational performance by providing them with world-class solutions such as lean supply chain management, lean six sigma, lean manufacturing, lean services, or leadership coaching.",,,,
SigMax-e,https://www.crunchbase.com/organization/sigmax-e,"Accounting, Analytics, Financial Services","Putrajaya, Putrajaya, Malaysia","SigMax-e is a consulting firm that offers accounting, bookkeeping, payments, reporting, data analytics, and data media processing services.","2,247,118",Active,2002-01-01,year,,,,,For Profit,https://sigmax-e.com,,,,,
Jaycorp,https://www.crunchbase.com/organization/jaycorp,"Furniture, Manufacturing, Packaging Services","Kuala Lumpur, Kuala Lumpur, Malaysia","Jaycorp offers wooden furniture manufacturing, biomass, packaging, general trading, property letting, and civil engineering works.","2,253,247",Active,2002-01-01,day,2002-10-01,day,,,For Profit,https://www.jaycorp.com.my/,"Jaycorp provides investment holdings and management services. It offers wooden furniture manufacturing, biomass, packaging, general trading, property letting, and civil engineering works; pressure treatment and kiln-drying of rubberwood; and general trading, which sells construction materials.",IPO,,,
NCS Global Technology Sdn Bhd,https://www.crunchbase.com/organization/ncs-global-technology-sdn-bhd,"Consulting, Outsourcing","Bayan Lepas, Pulau Pinang, Malaysia",NCS Global Technology Sdn Bhd offers various types of outsourcing services to their clients.,"2,255,703",Active,2000-01-01,year,,,,,For Profit,https://www.ncsglobaltech.com,,,,,
BPP/Agraria,https://www.crunchbase.com/organization/bpp-agraria,"Agriculture, AgTech, Sustainability","Kuala Lumpur, Kuala Lumpur, Malaysia",BPP/Agraria is an agriculture technology and management group.,"2,261,984",Active,2004-01-01,year,,,,,For Profit,https://www.bpp.ag/,,,,,
GE-SHEN CORPORATION,https://www.crunchbase.com/organization/ge-shen-corporation,"Electronics, Manufacturing","Kuala Lumpur, Kuala Lumpur, Malaysia","Ge-Shen Corporation provides mold design, fabrication, stamping, injection molding, surface finishing, and sub-assembly services.","2,282,607",Active,2003-01-01,day,2004-09-01,day,,,For Profit,https://www.gscorp.com.my/,"Ge-Shen Corporation manufactures plastic-molded products and components. They serve sectors including automotive, medical devices and consumables, industrial applications, consumer electronics, office automation, home appliances, and aerospace.",IPO,,,
Reliable Business Technologies,https://www.crunchbase.com/organization/reliable-business-technologies,"Enterprise Applications, Information Technology, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Reliable Business Technologies develops software and enterprise applications.,"2,283,429",Active,2002-01-01,year,,,,,For Profit,http://rbtsb.com,,,,,
M N C Wireless,https://www.crunchbase.com/organization/m-n-c-wireless,"Software, Telecommunications, Web Development, Wireless","Petaling Jaya, Selangor, Malaysia","M N C Wireless provides SMS solutions, mobile and digital solutions.","2,299,233",Active,2002-01-01,day,2005-10-01,day,,,For Profit,https://www.mnc.com.my/,"M N C Wireless is a mobile and digital solutions company that provides mobile applications, mobile messaging, social media management, mobile billing, web design, web development, and web maintenance services. They design, build, and craft mobile apps and websites.",IPO,,,
DAPAT,https://www.crunchbase.com/organization/dapat,"Analytics, Communications Infrastructure, Information and Communications Technology (ICT), Information Technology","Shah Alam, Selangor, Malaysia","DAPAT provides message solutions and data, analytics, payment and technology services.","2,299,345",Active,2000-01-01,year,,,,,For Profit,https://dapat.com,,,,,
Oceancare,https://www.crunchbase.com/organization/oceancare,"Construction, Oil and Gas, Outsourcing","Kuching, Sarawak, Malaysia",Oceancare is the preferred provider for petronas and the oil and gas industry and worldwide.,"2,315,517",Active,2001-01-01,year,,,,,For Profit,https://oceancare.com.my/,,,,,
Khansforge,https://www.crunchbase.com/organization/khansforge,"Industrial, Machinery Manufacturing, Manufacturing","Selangor, Selangor, Malaysia","Khansforge specializes in the manufacturing of steel grating, piping works, and building construction.","2,317,446",Active,2000-01-01,year,,,,,For Profit,https://www.khansforge.com,,,,,
